timestamp,sessions,orders,totalSales
2022-09-16T01:39:45.488Z,135,46,5
2022-09-16T01:45:45.074Z,135,71,45
2022-09-17T00:57:08.171Z,71,9,2
2022-09-17T01:20:04.761Z,131,129,3
2022-09-17T01:50:30.206Z,1,1,0
2022-09-18T00:56:33.767Z,184,130,34
2022-09-18T01:01:21.365Z,53,46,6
2022-09-18T01:04:47.952Z,65,26,6
2022-09-18T01:06:12.498Z,71,56,2
2022-09-18T01:12:39.286Z,159,69,54
2022-09-18T01:18:16.539Z,14,7,5
2022-09-18T01:22:34.104Z,45,5,1
2022-09-18T01:46:25.638Z,152,78,31
2022-09-18T01:50:11.938Z,143,42,23
2022-09-19T00:52:08.359Z,71,36,15
2022-09-19T00:57:27.092Z,150,55,47
2022-09-19T01:11:05.960Z,145,109,13
2022-09-19T01:43:58.873Z,162,33,1
2022-09-20T00:53:38.215Z,195,118,3
2022-09-20T00:58:38.038Z,32,18,14
2022-09-20T01:00:43.771Z,191,29,18
2022-09-20T01:02:23.559Z,162,32,21
2022-09-20T01:02:49.606Z,39,37,12
2022-09-20T01:04:52.308Z,177,101,78
2022-09-20T01:10:30.183Z,169,137,11
2022-09-20T01:12:44.156Z,116,91,69
2022-09-20T01:13:44.280Z,15,10,3
2022-09-20T01:14:55.384Z,173,38,7
2022-09-20T01:16:24.044Z,35,7,7
2022-09-20T01:21:45.974Z,54,45,10
2022-09-20T01:26:06.637Z,0,0,0
2022-09-20T01:31:40.383Z,5,3,2
2022-09-20T01:32:36.372Z,102,52,6
2022-09-20T01:50:59.083Z,79,1,0
2022-09-21T00:55:35.005Z,198,34,28
2022-09-21T00:57:56.930Z,53,44,3
2022-09-21T01:01:25.247Z,107,36,9
2022-09-21T01:12:59.559Z,116,91,16
2022-09-21T01:13:59.513Z,39,33,4
2022-09-21T01:16:11.882Z,193,13,8
2022-09-21T01:16:54.966Z,140,107,62
2022-09-21T01:28:19.622Z,94,15,6
2022-09-21T01:41:17.817Z,4,2,1
2022-09-21T01:48:44.350Z,103,16,2
2022-09-22T00:52:19.097Z,186,93,89
2022-09-22T01:02:03.752Z,177,86,48
2022-09-22T01:04:58.076Z,105,49,46
2022-09-22T01:14:45.700Z,65,34,10
2022-09-22T01:24:43.117Z,129,119,65
2022-09-22T01:31:04.127Z,72,40,34
2022-09-22T01:38:13.707Z,93,60,29
2022-09-22T01:44:54.975Z,151,112,16
2022-09-22T01:50:01.644Z,86,30,30
2022-09-23T01:01:37.461Z,13,13,1
2022-09-23T01:15:18.064Z,46,38,27
2022-09-23T01:18:39.052Z,67,25,1
2022-09-23T01:23:02.612Z,51,15,8
2022-09-23T01:30:58.104Z,158,109,7
2022-09-23T01:49:56.011Z,176,161,69
2022-09-24T01:08:13.350Z,193,50,28
2022-09-24T01:34:06.562Z,96,58,28
2022-09-24T01:41:41.990Z,25,16,1
2022-09-24T01:47:59.155Z,40,30,13
2022-09-24T01:49:34.862Z,86,20,5
2022-09-24T01:51:17.502Z,162,86,48
2022-09-25T00:53:47.895Z,155,27,6
2022-09-25T00:59:10.453Z,51,47,36
2022-09-25T01:00:23.902Z,45,12,0
2022-09-25T01:09:28.597Z,12,7,6
2022-09-25T01:20:09.942Z,68,17,2
2022-09-25T01:32:46.798Z,83,48,44
2022-09-25T01:47:47.872Z,127,111,13
2022-09-26T00:55:46.064Z,131,32,14
2022-09-26T00:58:40.752Z,165,5,1
2022-09-26T01:03:23.228Z,45,36,35
2022-09-26T01:07:19.535Z,98,33,16
2022-09-26T01:23:39.400Z,125,13,3
2022-09-26T01:24:19.286Z,7,6,2
2022-09-26T01:27:16.680Z,190,120,69
2022-09-26T01:43:19.617Z,160,111,19
2022-09-27T00:59:29.802Z,98,38,8
2022-09-27T01:06:12.124Z,138,121,23
2022-09-27T01:18:59.803Z,85,76,32
2022-09-27T01:25:42.849Z,12,0,0
2022-09-28T01:09:38.874Z,31,21,0
2022-09-28T01:11:13.033Z,140,47,17
2022-09-28T01:12:50.808Z,75,33,2
2022-09-28T01:20:15.358Z,141,126,125
2022-09-28T01:22:57.876Z,114,77,72
2022-09-28T01:31:38.348Z,41,7,6
2022-09-28T01:34:28.518Z,172,163,121
2022-09-28T01:36:23.614Z,88,29,14
2022-09-28T01:51:38.029Z,111,35,33
2022-09-29T00:54:55.970Z,177,36,3
2022-09-29T01:08:40.960Z,88,54,35
2022-09-29T01:09:34.608Z,86,15,1
2022-09-29T01:18:07.905Z,198,114,57
2022-09-29T01:24:19.736Z,70,70,24
2022-09-29T01:28:45.712Z,129,104,97
2022-09-29T01:35:16.452Z,199,153,15
2022-09-29T01:45:55.008Z,36,34,21
2022-09-30T00:56:39.444Z,185,75,65
2022-09-30T01:04:36.241Z,31,16,13
2022-09-30T01:06:54.524Z,131,123,76
2022-09-30T01:06:58.566Z,25,15,7
2022-09-30T01:07:37.198Z,130,99,47
2022-09-30T01:10:06.888Z,196,148,78
2022-09-30T01:44:30.210Z,26,13,8
2022-09-30T01:51:14.267Z,161,20,1
2022-10-01T00:52:33.039Z,132,38,36
2022-10-01T00:55:09.181Z,108,22,4
2022-10-01T01:01:15.559Z,62,34,7
2022-10-01T01:01:52.657Z,162,53,7
2022-10-01T01:03:42.005Z,148,60,40
2022-10-01T01:09:36.860Z,52,7,1
2022-10-01T01:09:38.527Z,89,87,71
2022-10-01T01:13:35.140Z,147,27,2
2022-10-01T01:30:18.615Z,72,40,23
2022-10-01T01:30:54.653Z,191,181,177
2022-10-01T01:31:39.179Z,25,11,9
2022-10-01T01:39:52.221Z,187,57,56
2022-10-01T01:40:02.198Z,101,87,51
2022-10-01T01:43:51.047Z,25,15,15
2022-10-01T01:45:59.935Z,79,63,37
2022-10-01T01:51:30.983Z,109,59,32
2022-10-02T00:54:34.920Z,167,156,15
2022-10-02T01:04:44.727Z,111,19,9
2022-10-02T01:08:51.942Z,19,13,7
2022-10-02T01:14:36.924Z,183,169,156
2022-10-02T01:20:54.397Z,159,140,136
2022-10-02T01:24:47.215Z,136,103,102
2022-10-02T01:28:15.745Z,37,10,2
2022-10-02T01:38:58.334Z,57,12,0
2022-10-02T01:45:41.887Z,55,5,3
2022-10-02T01:45:56.294Z,133,132,59
2022-10-03T00:52:26.665Z,94,92,29
2022-10-03T01:01:50.038Z,191,156,16
2022-10-03T01:01:56.826Z,196,42,40
2022-10-03T01:10:47.798Z,48,24,14
2022-10-03T01:17:45.428Z,170,87,21
2022-10-03T01:21:09.777Z,2,1,0
2022-10-03T01:33:05.570Z,24,0,0
2022-10-03T01:36:16.768Z,155,154,17
2022-10-03T01:42:14.356Z,175,110,18
2022-10-03T01:51:21.912Z,67,26,22
2022-10-04T01:08:22.232Z,127,44,37
2022-10-04T01:15:33.302Z,129,14,4
2022-10-04T01:15:45.031Z,75,4,0
2022-10-04T01:17:52.604Z,117,15,13
2022-10-04T01:18:29.883Z,66,62,61
2022-10-04T01:20:48.080Z,164,15,9
2022-10-04T01:21:32.036Z,180,160,30
2022-10-04T01:28:14.403Z,102,41,30
2022-10-04T01:30:28.399Z,175,100,21
2022-10-04T01:33:49.633Z,72,35,28
2022-10-04T01:35:33.171Z,127,77,59
2022-10-04T01:49:28.847Z,162,101,71
2022-10-05T00:54:45.976Z,187,101,98
2022-10-05T00:58:11.691Z,41,17,4
2022-10-05T01:06:30.650Z,62,44,35
2022-10-05T01:20:30.942Z,136,131,23
2022-10-05T01:24:10.963Z,47,26,11
2022-10-05T01:34:28.084Z,13,13,3
2022-10-05T01:50:09.243Z,15,1,0
2022-10-06T01:14:42.970Z,35,8,0
2022-10-06T01:15:04.505Z,61,31,4
2022-10-06T01:23:20.776Z,120,77,40
2022-10-07T00:52:53.094Z,92,18,14
2022-10-07T00:57:53.122Z,151,9,5
2022-10-07T01:05:24.169Z,35,21,13
2022-10-07T01:08:36.994Z,111,13,7
2022-10-07T01:12:28.305Z,124,94,93
2022-10-07T01:14:24.352Z,4,1,1
2022-10-07T01:15:57.867Z,195,193,33
2022-10-07T01:18:07.004Z,4,3,1
2022-10-07T01:25:13.356Z,45,21,17
2022-10-07T01:35:52.518Z,121,70,66
2022-10-07T01:40:17.563Z,65,8,6
2022-10-07T01:51:12.780Z,17,2,1
2022-10-08T00:54:37.658Z,116,97,36
2022-10-08T01:00:00.900Z,86,0,0
2022-10-08T01:12:58.971Z,149,86,54
2022-10-08T01:15:42.109Z,126,54,11
2022-10-08T01:19:37.356Z,10,2,1
2022-10-08T01:21:35.883Z,78,4,1
2022-10-08T01:22:08.676Z,18,2,2
2022-10-08T01:29:59.909Z,21,20,1
2022-10-08T01:30:49.405Z,161,158,126
2022-10-08T01:36:22.723Z,73,71,52
2022-10-08T01:39:19.490Z,131,95,75
2022-10-08T01:42:04.807Z,140,5,1
2022-10-08T01:44:33.052Z,194,23,17
2022-10-09T00:52:24.854Z,25,15,9
2022-10-09T01:11:56.771Z,119,77,27
2022-10-09T01:12:04.196Z,53,4,1
2022-10-09T01:16:02.828Z,155,151,33
2022-10-09T01:18:06.639Z,194,75,74
2022-10-09T01:18:43.259Z,125,64,11
2022-10-09T01:26:24.862Z,79,56,33
2022-10-09T01:41:27.043Z,160,34,29
2022-10-09T01:42:30.146Z,66,37,16
2022-10-09T01:50:05.703Z,56,34,2
2022-10-09T01:50:13.583Z,36,35,12
2022-10-09T01:50:19.580Z,110,101,3
2022-10-10T01:13:40.370Z,66,40,14
2022-10-10T01:24:29.532Z,153,76,71
2022-10-10T01:30:54.798Z,200,159,146
2022-10-10T01:34:50.613Z,132,88,73
2022-10-10T01:35:19.698Z,164,75,43
2022-10-10T01:36:11.212Z,70,47,28
2022-10-10T01:37:43.604Z,147,38,36
2022-10-10T01:42:06.598Z,156,47,0
2022-10-10T01:44:46.468Z,30,23,5
2022-10-10T01:50:38.016Z,24,8,2
2022-10-11T00:52:54.703Z,135,62,19
2022-10-11T00:55:31.762Z,73,46,20
2022-10-11T00:57:18.861Z,69,10,9
2022-10-11T01:01:19.270Z,22,5,5
2022-10-11T01:17:03.895Z,149,69,26
2022-10-11T01:19:24.288Z,142,52,1
2022-10-11T01:27:19.440Z,11,2,0
2022-10-11T01:28:36.446Z,156,73,27
2022-10-11T01:30:39.520Z,64,19,15
2022-10-11T01:34:24.238Z,150,125,32
2022-10-11T01:35:34.662Z,132,19,12
2022-10-11T01:35:56.474Z,28,25,2
2022-10-11T01:42:48.428Z,92,24,13
2022-10-11T01:43:33.577Z,198,116,7
2022-10-12T00:57:38.356Z,2,2,2
2022-10-12T01:05:50.490Z,19,1,1
2022-10-12T01:09:19.152Z,62,35,5
2022-10-12T01:10:07.363Z,105,27,27
2022-10-12T01:16:29.311Z,155,77,30
2022-10-12T01:22:52.806Z,85,62,13
2022-10-12T01:27:47.999Z,181,2,0
2022-10-12T01:47:32.063Z,56,55,10
2022-10-13T00:57:28.601Z,187,120,83
2022-10-13T01:00:05.329Z,82,71,31
2022-10-13T01:01:16.871Z,53,36,1
2022-10-13T01:05:32.224Z,171,85,3
2022-10-13T01:07:50.471Z,199,73,19
2022-10-13T01:13:52.251Z,7,6,3
2022-10-13T01:16:32.414Z,199,148,108
2022-10-13T01:18:21.310Z,197,97,14
2022-10-13T01:28:55.417Z,106,101,71
2022-10-13T01:35:55.466Z,48,47,3
2022-10-13T01:51:09.894Z,143,111,7
2022-10-14T00:53:37.183Z,40,3,2
2022-10-14T00:56:05.935Z,45,7,7
2022-10-14T00:56:44.676Z,187,144,11
2022-10-14T01:04:47.832Z,81,69,32
2022-10-14T01:08:34.131Z,4,2,2
2022-10-14T01:22:11.503Z,5,0,0
2022-10-14T01:22:25.467Z,48,5,1
2022-10-14T01:25:20.112Z,9,9,5
2022-10-14T01:30:03.734Z,47,1,1
2022-10-14T01:31:00.928Z,153,63,11
2022-10-14T01:34:00.957Z,25,11,1
2022-10-14T01:35:30.216Z,20,14,8
2022-10-15T00:55:34.618Z,30,13,4
2022-10-15T01:00:57.907Z,109,34,22
2022-10-15T01:01:32.993Z,139,72,61
2022-10-15T01:03:38.012Z,94,27,0
2022-10-15T01:12:33.064Z,27,20,19
2022-10-15T01:18:50.975Z,31,25,21
2022-10-16T00:53:56.311Z,52,48,21
2022-10-16T00:54:59.043Z,17,7,1
2022-10-16T00:58:34.253Z,23,20,2
2022-10-16T01:03:08.160Z,186,93,22
2022-10-16T01:10:10.578Z,190,153,1
2022-10-16T01:18:48.911Z,39,19,12
2022-10-16T01:19:24.827Z,47,21,6
2022-10-16T01:19:55.450Z,39,6,1
2022-10-16T01:22:01.652Z,58,34,9
2022-10-16T01:25:24.605Z,180,110,79
2022-10-16T01:26:53.002Z,63,45,39
2022-10-16T01:28:28.338Z,41,40,27
2022-10-16T01:44:25.215Z,141,91,50
2022-10-17T00:55:21.988Z,86,71,63
2022-10-17T01:26:26.883Z,25,6,0
2022-10-17T01:49:55.566Z,97,86,74
2022-10-18T01:12:37.430Z,47,25,20
2022-10-18T01:17:46.088Z,104,68,38
2022-10-18T01:20:11.763Z,88,73,30
2022-10-18T01:32:53.767Z,51,10,8
2022-10-18T01:43:49.855Z,19,9,8
2022-10-19T00:52:42.288Z,9,4,0
2022-10-19T00:56:37.445Z,79,25,15
2022-10-19T01:01:13.637Z,140,14,4
2022-10-19T01:10:32.543Z,140,84,29
2022-10-19T01:18:19.198Z,95,59,37
2022-10-19T01:30:05.676Z,47,42,10
2022-10-19T01:32:52.438Z,124,78,7
2022-10-19T01:33:59.070Z,45,31,31
2022-10-19T01:40:25.129Z,174,66,22
2022-10-20T00:52:50.202Z,53,0,0
2022-10-20T00:54:22.576Z,165,150,61
2022-10-20T00:58:17.630Z,122,64,54
2022-10-20T01:08:47.514Z,68,15,12
2022-10-20T01:20:45.596Z,189,34,13
2022-10-20T01:28:34.041Z,112,74,57
2022-10-20T01:30:26.981Z,48,26,3
2022-10-20T01:40:01.228Z,159,140,50
2022-10-20T01:43:32.719Z,88,1,0
2022-10-20T01:49:18.550Z,70,49,30
2022-10-21T00:58:10.673Z,123,119,96
2022-10-21T01:02:50.715Z,103,9,2
2022-10-21T01:06:31.762Z,143,3,3
2022-10-21T01:06:54.399Z,129,44,20
2022-10-21T01:18:08.809Z,93,79,17
2022-10-21T01:18:17.804Z,155,134,87
2022-10-21T01:21:09.216Z,73,13,6
2022-10-21T01:23:29.874Z,135,20,14
2022-10-21T01:43:22.319Z,158,33,32
2022-10-21T01:50:49.545Z,48,42,30
2022-10-22T00:51:56.061Z,116,59,42
2022-10-22T01:13:13.819Z,169,14,2
2022-10-22T01:17:16.294Z,178,6,3
2022-10-22T01:20:48.244Z,50,25,0
2022-10-22T01:27:32.357Z,38,3,2
2022-10-23T00:57:50.735Z,111,73,14
2022-10-23T01:05:21.372Z,188,121,39
2022-10-23T01:12:32.097Z,10,1,1
2022-10-23T01:28:09.062Z,169,49,8
2022-10-23T01:33:09.586Z,81,62,14
2022-10-23T01:36:57.737Z,122,41,25
2022-10-23T01:43:44.235Z,52,32,12
2022-10-24T00:53:38.957Z,146,88,17
2022-10-24T01:06:30.527Z,50,26,13
2022-10-24T01:12:12.373Z,192,120,38
2022-10-24T01:18:19.331Z,95,78,6
2022-10-24T01:21:01.295Z,119,42,30
2022-10-24T01:23:12.332Z,55,44,10
2022-10-24T01:30:39.180Z,132,114,22
2022-10-24T01:40:17.925Z,178,52,45
2022-10-24T01:41:32.312Z,197,177,116
2022-10-24T01:43:03.869Z,94,23,1
2022-10-24T01:44:27.852Z,92,17,8
2022-10-25T00:55:44.632Z,36,15,8
2022-10-25T01:22:04.411Z,60,53,52
2022-10-25T01:29:42.686Z,116,7,2
2022-10-25T01:30:25.808Z,45,4,1
2022-10-25T01:33:49.529Z,52,31,22
2022-10-25T01:35:37.211Z,106,67,13
2022-10-25T01:44:27.737Z,93,11,5
2022-10-25T01:44:47.098Z,85,8,7
2022-10-26T00:53:19.289Z,183,55,50
2022-10-26T01:07:51.702Z,130,62,15
2022-10-26T01:08:22.554Z,128,77,68
2022-10-26T01:11:58.621Z,119,65,22
2022-10-26T01:12:44.322Z,1,0,0
2022-10-26T01:16:53.654Z,104,45,7
2022-10-26T01:19:10.470Z,179,1,1
2022-10-26T01:21:10.694Z,144,100,36
2022-10-26T01:27:16.029Z,163,87,59
2022-10-26T01:27:47.525Z,81,63,56
2022-10-26T01:44:11.319Z,174,86,6
2022-10-26T01:47:28.694Z,171,147,64
2022-10-26T01:48:13.038Z,148,36,13
2022-10-27T00:52:21.922Z,198,179,11
2022-10-27T01:03:55.179Z,92,36,13
2022-10-27T01:04:28.536Z,34,7,6
2022-10-27T01:06:59.633Z,31,7,2
2022-10-27T01:10:14.837Z,166,23,2
2022-10-27T01:13:38.068Z,107,72,26
2022-10-27T01:15:13.034Z,165,7,4
2022-10-27T01:23:41.586Z,11,6,3
2022-10-27T01:26:20.509Z,12,6,3
2022-10-27T01:27:21.856Z,10,4,2
2022-10-27T01:28:40.743Z,140,109,96
2022-10-27T01:30:04.782Z,95,78,77
2022-10-27T01:37:06.633Z,17,15,10
2022-10-27T01:42:43.939Z,111,47,37
2022-10-27T01:46:45.739Z,136,21,12
2022-10-28T00:53:22.896Z,15,10,8
2022-10-28T00:54:07.348Z,102,15,9
2022-10-28T00:56:06.803Z,186,31,27
2022-10-28T00:56:22.469Z,108,56,1
2022-10-28T01:01:46.272Z,30,19,7
2022-10-28T01:07:49.000Z,119,42,16
2022-10-28T01:22:33.641Z,119,89,16
2022-10-28T01:25:08.328Z,181,139,93
2022-10-28T01:28:26.591Z,113,68,2
2022-10-28T01:38:03.904Z,54,11,10
2022-10-28T01:39:11.421Z,23,3,2
2022-10-29T00:58:21.991Z,178,74,31
2022-10-29T01:06:48.326Z,158,80,59
2022-10-29T01:08:40.704Z,185,97,65
2022-10-29T01:15:52.363Z,4,1,0
2022-10-29T01:29:33.029Z,67,28,25
2022-10-29T01:34:27.678Z,112,58,16
2022-10-29T01:36:16.152Z,126,32,7
2022-10-29T01:36:20.878Z,144,89,34
2022-10-29T01:40:36.850Z,25,8,1
2022-10-29T01:40:43.167Z,136,55,4
2022-10-29T01:44:35.911Z,61,35,22
2022-10-30T00:53:05.815Z,191,170,111
2022-10-30T00:58:19.705Z,149,134,127
2022-10-30T00:59:06.695Z,132,79,59
2022-10-30T01:02:54.323Z,175,28,21
2022-10-30T01:18:27.745Z,74,47,29
2022-10-30T01:25:39.969Z,157,150,111
2022-10-30T01:28:40.195Z,174,148,10
2022-10-30T01:30:08.603Z,5,5,1
2022-10-30T01:41:35.369Z,184,110,30
2022-10-30T01:45:15.027Z,46,1,0
2022-10-30T01:46:02.511Z,138,25,16
2022-10-31T00:53:07.762Z,30,12,9
2022-10-31T00:58:40.864Z,18,13,1
2022-10-31T01:13:44.105Z,184,14,8
2022-10-31T01:20:54.106Z,88,64,30
2022-10-31T01:21:09.638Z,5,0,0
2022-10-31T01:28:40.534Z,147,14,13
2022-10-31T01:31:42.509Z,111,53,6
2022-10-31T01:35:39.570Z,78,46,10
2022-10-31T01:42:51.302Z,95,22,3
2022-11-01T00:54:55.870Z,43,13,1
2022-11-01T00:55:38.239Z,118,116,28
2022-11-01T01:39:08.025Z,64,16,6
2022-11-01T01:39:15.431Z,156,98,93
2022-11-01T01:44:17.480Z,182,29,8
2022-11-01T01:47:24.363Z,192,163,104
2022-11-01T01:49:36.630Z,48,16,13
2022-11-02T00:52:03.698Z,87,27,12
2022-11-02T00:59:19.105Z,108,2,1
2022-11-02T01:01:04.131Z,52,20,8
2022-11-02T01:02:20.427Z,100,99,96
2022-11-02T01:11:21.084Z,33,6,3
2022-11-02T01:12:00.675Z,5,1,0
2022-11-02T01:12:34.505Z,37,13,11
2022-11-02T01:13:44.626Z,52,36,33
2022-11-02T01:23:40.782Z,190,165,128
2022-11-02T01:24:33.125Z,4,0,0
2022-11-02T01:29:46.702Z,30,11,1
2022-11-02T01:36:09.190Z,94,23,16
2022-11-02T01:46:13.238Z,77,17,13
2022-11-03T00:53:32.370Z,190,50,4
2022-11-03T00:57:52.494Z,94,20,11
2022-11-03T01:13:54.370Z,182,81,31
2022-11-03T01:36:18.576Z,173,7,1
2022-11-03T01:36:54.028Z,107,31,9
2022-11-03T01:44:24.037Z,127,8,4
2022-11-03T01:50:05.487Z,112,111,71
2022-11-03T01:51:07.938Z,182,94,51
2022-11-04T01:04:25.970Z,106,12,7
2022-11-04T01:26:50.852Z,120,42,19
2022-11-04T01:27:59.532Z,199,88,58
2022-11-04T01:40:44.562Z,190,140,58
2022-11-04T01:43:10.246Z,83,76,34
2022-11-04T01:44:44.626Z,194,103,71
2022-11-04T01:47:12.281Z,37,4,0
2022-11-05T01:17:02.937Z,193,172,73
2022-11-05T01:26:29.977Z,137,64,1
2022-11-05T01:42:03.749Z,145,132,44
2022-11-05T01:45:08.169Z,29,7,3
2022-11-05T01:45:12.476Z,33,17,15
2022-11-06T00:59:56.701Z,168,94,34
2022-11-06T01:08:01.928Z,8,5,4
2022-11-06T01:20:19.879Z,65,46,25
2022-11-06T01:27:43.209Z,60,56,54
2022-11-06T01:29:58.389Z,180,131,77
2022-11-06T01:35:05.622Z,143,39,8
2022-11-06T01:35:06.102Z,14,5,4
2022-11-06T01:36:52.590Z,148,33,4
2022-11-06T01:38:05.465Z,189,2,2
2022-11-06T01:44:43.523Z,147,126,75
2022-11-07T01:02:33.586Z,12,10,3
2022-11-07T01:03:33.245Z,162,81,34
2022-11-07T01:04:11.482Z,90,71,39
2022-11-07T01:13:23.618Z,90,62,23
2022-11-07T01:18:36.147Z,100,58,25
2022-11-07T01:22:14.388Z,21,13,12
2022-11-07T01:31:21.138Z,31,16,10
2022-11-07T01:34:56.185Z,66,51,51
2022-11-07T01:40:19.209Z,89,7,3
2022-11-07T01:41:29.031Z,185,129,107
2022-11-07T01:44:14.266Z,193,100,10
2022-11-07T01:45:47.879Z,122,53,17
2022-11-08T00:56:32.599Z,113,109,56
2022-11-08T01:00:18.303Z,114,22,3
2022-11-08T01:05:00.847Z,100,56,11
2022-11-08T01:10:11.434Z,28,8,6
2022-11-08T01:20:04.869Z,18,7,3
2022-11-08T01:27:33.542Z,161,68,29
2022-11-08T01:41:04.376Z,152,113,70
2022-11-08T01:42:54.282Z,122,69,18
2022-11-08T01:45:13.603Z,52,47,14
2022-11-08T01:45:16.951Z,187,177,88
2022-11-08T01:45:30.941Z,4,3,1
2022-11-08T01:48:56.204Z,71,54,48
2022-11-09T00:55:12.010Z,46,16,1
2022-11-09T01:04:28.379Z,70,39,38
2022-11-09T01:17:43.152Z,167,48,13
2022-11-09T01:26:16.501Z,66,45,33
2022-11-09T01:36:01.216Z,172,84,79
2022-11-09T01:40:30.703Z,16,8,6
2022-11-09T01:49:50.061Z,47,46,44
2022-11-10T00:58:17.188Z,45,27,10
2022-11-10T00:58:59.534Z,34,27,11
2022-11-10T01:07:14.011Z,59,14,3
2022-11-10T01:08:02.759Z,168,80,73
2022-11-10T01:13:21.818Z,186,52,48
2022-11-10T01:13:45.870Z,123,17,9
2022-11-10T01:13:57.800Z,186,80,69
2022-11-10T01:19:16.757Z,160,148,20
2022-11-10T01:43:20.156Z,157,85,21
2022-11-10T01:47:11.206Z,60,25,21
2022-11-10T01:47:14.517Z,179,78,41
2022-11-10T01:48:32.068Z,15,14,11
2022-11-11T01:11:00.772Z,14,13,6
2022-11-11T01:13:07.331Z,36,23,16
2022-11-11T01:25:48.716Z,16,14,10
2022-11-11T01:29:23.030Z,131,108,102
2022-11-11T01:32:04.281Z,9,1,1
2022-11-12T00:54:03.637Z,26,12,7
2022-11-12T00:59:25.228Z,166,71,29
2022-11-12T01:09:51.410Z,62,47,46
2022-11-12T01:12:58.428Z,57,13,0
2022-11-12T01:16:36.486Z,95,34,20
2022-11-12T01:19:35.716Z,157,55,15
2022-11-12T01:37:16.721Z,120,56,13
2022-11-12T01:37:19.438Z,153,10,1
2022-11-12T01:48:06.177Z,130,56,54
2022-11-12T01:50:55.434Z,141,134,124
2022-11-13T00:56:18.754Z,66,9,3
2022-11-13T00:56:45.526Z,33,15,4
2022-11-13T00:57:55.847Z,52,31,15
2022-11-13T00:59:31.723Z,119,95,45
2022-11-13T01:00:44.599Z,78,46,7
2022-11-13T01:03:31.213Z,61,56,23
2022-11-13T01:11:04.631Z,180,114,105
2022-11-13T01:12:57.226Z,144,103,10
2022-11-13T01:13:11.379Z,62,29,24
2022-11-13T01:15:55.080Z,65,51,16
2022-11-13T01:23:54.961Z,102,2,1
2022-11-13T01:31:20.184Z,151,143,92
2022-11-13T01:39:07.273Z,90,22,14
2022-11-13T01:39:12.483Z,7,3,2
2022-11-13T01:42:07.470Z,193,4,4
2022-11-13T01:43:16.213Z,50,39,5
2022-11-13T01:48:53.715Z,165,16,7
2022-11-13T01:49:55.250Z,126,58,37
2022-11-13T01:50:27.487Z,197,151,91
2022-11-14T01:00:52.640Z,78,31,28
2022-11-14T01:17:30.763Z,70,44,0
2022-11-14T01:46:39.005Z,190,122,114
2022-11-15T00:59:08.269Z,16,7,5
2022-11-15T01:11:29.459Z,50,32,10
2022-11-15T01:18:56.439Z,47,30,9
2022-11-15T01:24:18.546Z,27,21,8
2022-11-15T01:41:34.004Z,188,78,23
2022-11-15T01:43:10.248Z,145,67,61
2022-11-15T01:47:17.328Z,188,141,92
2022-11-16T00:56:10.368Z,139,13,13
2022-11-16T01:01:25.476Z,91,11,5
2022-11-16T01:02:29.439Z,24,8,2
2022-11-16T01:11:12.217Z,158,27,15
2022-11-16T01:11:28.803Z,70,56,26
2022-11-16T01:16:28.229Z,103,75,18
2022-11-16T01:37:22.077Z,194,36,0
2022-11-16T01:40:02.836Z,17,2,0
2022-11-16T01:42:12.036Z,90,11,2
2022-11-17T01:07:59.293Z,101,51,29
2022-11-17T01:09:16.002Z,127,86,7
2022-11-17T01:25:56.061Z,159,122,38
2022-11-17T01:30:43.226Z,191,141,59
2022-11-18T00:53:14.642Z,23,4,2
2022-11-18T00:57:30.841Z,76,8,8
2022-11-18T01:05:30.587Z,75,25,25
2022-11-18T01:10:44.115Z,165,159,81
2022-11-18T01:15:48.486Z,110,39,37
2022-11-18T01:15:54.394Z,71,20,8
2022-11-18T01:19:59.896Z,172,146,42
2022-11-18T01:28:37.010Z,69,33,4
2022-11-18T01:35:21.463Z,49,27,21
2022-11-18T01:47:01.437Z,155,41,39
2022-11-18T01:48:25.852Z,36,7,4
2022-11-19T00:54:29.475Z,26,3,1
2022-11-19T00:54:37.284Z,23,19,16
2022-11-19T01:00:43.188Z,95,94,7
2022-11-19T01:21:56.701Z,174,96,80
2022-11-19T01:24:46.028Z,125,60,34
2022-11-19T01:34:27.608Z,132,80,33
2022-11-19T01:44:36.304Z,98,50,33
2022-11-19T01:46:06.598Z,118,109,31
2022-11-20T00:55:58.144Z,195,152,31
2022-11-20T00:58:59.740Z,129,1,1
2022-11-20T01:04:03.773Z,161,114,20
2022-11-20T01:09:57.627Z,144,90,67
2022-11-20T01:13:54.982Z,150,40,23
2022-11-20T01:20:42.805Z,144,86,16
2022-11-20T01:24:56.228Z,5,1,1
2022-11-20T01:30:05.253Z,145,29,12
2022-11-20T01:30:58.487Z,186,58,2
2022-11-20T01:34:11.641Z,46,2,1
2022-11-20T01:44:04.963Z,55,23,22
2022-11-20T01:47:50.566Z,60,51,26
2022-11-20T01:50:32.480Z,12,11,9
2022-11-20T01:51:32.956Z,52,18,10
2022-11-21T00:56:02.546Z,71,1,0
2022-11-21T00:58:46.827Z,48,16,15
2022-11-21T00:59:12.901Z,182,13,11
2022-11-21T01:00:23.628Z,88,24,13
2022-11-21T01:21:37.098Z,112,29,4
2022-11-21T01:23:57.148Z,124,123,108
2022-11-21T01:24:26.322Z,197,81,23
2022-11-21T01:37:42.421Z,161,50,50
